COMPARISON BETWEEN DIJKSTRA AND A*
----------------------------------
3802.3138449290554 km, 1146 (dijkstra), 370 (a*)
1045.2064181999929 km, 598 (dijkstra), 141 (a*)
1784.9049256355413 km, 631 (dijkstra), 111 (a*)
1033.7116930150976 km, 104 (dijkstra), 49 (a*)
1142.2341927309117 km, 891 (dijkstra), 184 (a*)
3128.3038545495997 km, 1052 (dijkstra), 91 (a*)
2046.8115435750199 km, 854 (dijkstra), 515 (a*)
4384.7335645663 km, 967 (dijkstra), 355 (a*)
3304.517754246272 km, 719 (dijkstra), 83 (a*)
1785.4024956491696 km, 782 (dijkstra), 196 (a*)
1247.4926575528948 km, 708 (dijkstra), 182 (a*)
290.4846802756141 km, 96 (dijkstra), 19 (a*)
2616.0553968747063 km, 993 (dijkstra), 42 (a*)
671.6685218680462 km, 291 (dijkstra), 16 (a*)
572.1072258719759 km, 107 (dijkstra), 32 (a*)
15.507582448412496 km, 2 (dijkstra), 23 (a*)
891.1461806369 km, 891 (dijkstra), 264 (a*)
----------------------------------------------
Dijkstra's algorithm: 299 480 vertices visited in total
Average visited per 1 route: 598.96 vertices

A* search: 94 852 vertices visited in total
Average visited per 1 route: 189.7 vertices

Total distance traveled: 855 069.5 km
Average distance between vertices: 1710.14 km
